name;description;category;notes;footprint;tag;quantity;storage;mass;ipn;mpn;manufacturing_status;manufacturer;supplier;spn;price;favourite;needs_review;minamount;partUnit;manufacturing_status
CRCW06031K62FKEA;Thick Film SM Chip Resistors, 1K62 0603, ±1%, 1/10W;;R17, R67, R122, R217;;Inverte Logica;4;;;;CRCW06031K62FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603162RFKEA;Thick Film SM Chip Resistors, 162R, 0603, ±1%, 1/10W;;R18;;Inverte Logica;1;;;;CRCW0603162RFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW06034K99FKEA;Thick Film SM Chip Resistors, 4K99, 0603, ±1%, 1/10W;;R19, R254;;Inverte Logica;2;;;;CRCW06034K99FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW060345K3FKEA;Thick Film SM Chip Resistors, 45K3,  0603, ±1%, 1/10W;;R20;;Inverte Logica;1;;;;CRCW060345K3FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW06033K90FKEA;Thick Film SM Chip Resistors, 3K9, 0603, ±1%, 1/10W;;R21, R25, R26, R36, R37, R48, R49;;Inverte Logica;7;;;;CRCW06033K90FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603845RFKEA;Thick Film SM Chip Resistors, 845R, 0603, ±1%, 1/10W;;R22;;Inverte Logica;1;;;;CRCW0603845RFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW06031M00FKEB;Thick Film SM Chip Resistors, 1Meg, 0603, ±1%, 1/10W;;R24, R35, R47, R57, R196, R203;;Inverte Logica;6;;;;CRCW06031M00FKEB;;VISHAY;Mouser;;;0;0;;;
CRCW0603115KFKEA;Thick Film SM Chip Resistors, 115K, 0603, ±1%, 1/10W;;R27, R38, R50;;Inverte Logica;0;;;;CRCW0603115KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603470KFKEA;Thick Film SM Chip Resistors, 470K, 0603, ±1%, 1/10W;;R28, R29, R39, R51, R250;;Inverte Logica;5;;;;CRCW0603470KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW04021K00FKED;Thick Film SM Chip Resistors, 1K, 0402, ±1%, 1/16W;;R30, R44;;Inverte Logica;0;;;;CRCW04021K00FKED;;VISHAY;Mouser;;;0;0;;;
CRCW06033K30FKEA;Thick Film SM Chip Resistors, 3K3, 0603, ±1%, 1/10W;;R31, R40, R52, R58, R149, R192, R193, R199, R200, R264;;Inverte Logica;10;;;;CRCW06033K30FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603115KFKEA;Thick Film SM Chip Resistors, 115K, 0603, ±1%, 1/10W;;R32, R33, R41, R54;;Inverte Logica;4;;;;CRCW0603115KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603330KFKEA;Thick Film SM Chip Resistors, 330K, 0603, ±1%, 1/10W;;R34, R45, R55;;Inverte Logica;3;;;;CRCW0603330KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603110KFKEA;Thick Film SM Chip Resistors, 110K, 0603, ±1%, 1/10W;;R42, R46, R56;;Inverte Logica;3;;;;CRCW0603110KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603360KFKEA;Thick Film SM Chip Resistors, 360K, 0603, ±1%, 1/10W;;R43;;Inverte Logica;1;;;;CRCW0603360KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0402100KFKED;Thick Film SM Chip Resistors, 100K, 0402, ±1%, 1/16W;;R53, R195, R202, R235;;Inverte Logica;4;;;;CRCW0402100KFKED;;VISHAY;Mouser;;;0;0;;;
CRCW0603107KFKEA;Thick Film SM Chip Resistors, 107K, 0603, ±1%, 1/10W;;R59;;Inverte Logica;1;;;;CRCW0603107KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW040280K6FKED;Thick Film SM Chip Resistors, 80K6, 0402, ±1%, 1/16W;;R60;;Inverte Logica;1;;;;CRCW040280K6FKED;;VISHAY;Mouser;;;0;0;;;
CRCW04021K00FKED;Thick Film SM Chip Resistors, 1K, 0402, ±1%, 1/16W;;R61, R85, R102, R111, R161, R162;;Inverte Logica;6;;;;CRCW04021K00FKED;;VISHAY;Mouser;;;0;0;;;
CRCW040217K8FKTD;Thick Film SM Chip Resistors, 17K8, 0402, ±1%, 1/16W;;R62;;Inverte Logica;1;;;;CRCW040217K8FKTD;;VISHAY;Mouser;;;0;0;;;
CRCW0402100RFKED;Thick Film SM Chip Resistors, 100R, 0402, ±1%, 1/16W;;R63, R65, R80, R157, R172, R197, R198, R221, R227, R228, R252, R265, R266, R267;;Inverte Logica;14;;;;CRCW0402100RFKED;;VISHAY;Mouser;;;0;0;;;
CRCW060333R0FKE;Thick Film SM Chip Resistors, 33R, 0603, ±1%, 1/10W;;R64, R148, R151, R154;;Inverte Logica;4;;;;CRCW060333R0FKE;;VISHAY;Mouser;;;0;0;;;
ERJ-PB6B2202V;Thick Film SM Chip Resistors, 22K, 0805, ±0.1%, Anti-Surge, 1/4W, Thick Film SM Chip Resistors, 22K, 0603, ±0.1%, Anti-Surge, 1/4W;;R66, R153;;Inverte Logica;2;;;;ERJ-PB6B2202V;;PANASONIC;Mouser;;;0;0;;;
PA2512FKE7T0R01E;Current Shunt Res - SMD 2512, 10mOhm, 1% , 3W, AEC-Q200;;R68;;Inverte Logica;1;;;;PA2512FKE7T0R01E;;YAGEO;Mouser;;;0;0;;;
RCWE2010R100FKEA;Thick Film SM Low Value Chip Resistor, 100mR, 2010, 1%, 2W;;R69;;Inverte Logica;0;;;;RCWE2010R100FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603470RFKEA;Thick Film SM Chip Resistors, 470R, 0603, ±1%, 1/10W;;R70, R74, R125, R129, R225, R226, R241;;Inverte Logica;7;;;;CRCW0603470RFKEA;;VISHAY;Mouser;;;0;0;;;
TNPW080511K1BEEA;Thick Film SM Chip Resistors, 11K1, 0805, 0.1%, 1/5W;;R71;;Inverte Logica;1;;;;TNPW080511K1BEEA;;VISHAY;Mouser;;;0;0;;;
ERA-2AEB102X;Thick Film SM Chip Resistors, 1K, 0402, ±0.1%, 1/16W;;R72, R98, R104, R107, R112, R160, R171, R220;;Inverte Logica;8;;;;ERA-2AEB102X;;PANASONIC;Mouser;;;0;0;;;
ERA-2ARB822*;Thick Film SM Chip Resistors, 8K2, 0402, ±0.1%, 1/16W;;R73, R76;;Inverte Logica;2;;;;ERA-2ARB822*;;PANASONIC;Mouser;;;0;0;;;
CRCW040210K0FKED;Thick Film SM Chip Resistors, 10K, 0402, ±1%, 1/10W, Thick Film SM Chip Resistors, 10K, 0402, ±1%, 1/16W;;R75, R77, R78, R84, R87, R90, R91, R92, R93, R95, R121, R124, R126, R127, R128, R130, R131, R132, R143, R188, R213, R215, R237, R249;;Inverte Logica;24;;;;CRCW040210K0FKED;;VISHAY;Mouser;;;0;0;;;
CRCW04020000Z0ED;Thick Film SM Chip Resistors, 0R, 0402, 1/16W;;R79;;Inverte Logica;0;;;;CRCW04020000Z0ED;;VISHAY;Mouser;;;0;0;;;
CRCW040222R0FKED;Thick Film SM Chip Resistors, 22R, 0402, ±1%, 1/16W;;R81, R116, R118, R119, R134, R135, R136, R137, R138, R139, R140, R141, R142, R210, R211, R218, R219, R229, R230, R231, R232, R233, R234;;Inverte Logica;23;;;;CRCW040222R0FKED;;VISHAY;Mouser;;;0;0;;;
CRCW04020000Z0ED;Thick Film SM Chip Resistors, 0R, 0402, 1/16W;;R83, R207, R236, R238, R251, R274;;Inverte Logica;6;;;;CRCW04020000Z0ED;;VISHAY;Mouser;;;0;0;;;
CRCW04021K50FKED;Thick Film SM Chip Resistors, 1K5, 0402, ±1%, 1/16W;;R86;;Inverte Logica;1;;;;CRCW04021K50FKED;;VISHAY;Mouser;;;0;0;;;
CRCW0402100RFKED;Thick Film SM Chip Resistors, 100R, 0402, ±1%, 1/16W;;R88;;Inverte Logica;0;;;;CRCW0402100RFKED;;VISHAY;Mouser;;;0;0;;;
CRCW0402200KFKEA;Thick Film SM Chip Resistors, 200K, 0402, ±1%, 1/16W;;R89, R190;;Inverte Logica;2;;;;CRCW0402200KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW040210K0FKED;Thick Film SM Chip Resistors, 10K, 0402, ±1%, 1/10W, Thick Film SM Chip Resistors, 10K, 0402, ±1%, 1/16W;;R94, R214;;Inverte Logica;0;;;;CRCW040210K0FKED;;VISHAY;Mouser;;;0;0;;;
ERA-2ARB1022*;Thick Film SM Chip Resistors, 10K2, 0402, ±0.1%, 1/16W;;R96, R97, R100, R101, R109, R110, R114, R115;;Inverte Logica;8;;;;ERA-2ARB1022*;;PANASONIC;Mouser;;;0;0;;;
TNPW0402777RBEED;Thick Film SM Chip Resistors, 777R, 0402, ±0.1%, 1/16W;;R99, R103, R108, R113;;Inverte Logica;4;;;;TNPW0402777RBEED;;VISHAY;Mouser;;;0;0;;;
TNPW04021K96BEED;Thin Film SM Chip Resistors, 1K96, 0402, ±0.1%, 25ppm, 1/10W;;R105;;Inverte Logica;1;;;;TNPW04021K96BEED;;VISHAY;Mouser;;;0;0;;;
TNPW0402249RBYEP;Thick Film SM Chip Resistors, 249R, 0402, ±0.1%, 10ppm 1/16W;;R106;;Inverte Logica;1;;;;TNPW0402249RBYEP;;VISHAY;Mouser;;;0;0;;;
CRCW06030000Z0EA;Thick Film SM Chip Resistors, 0R, 0603, 1/4W, Thick Film SM Chip Resistors, 0R, 0603, Jumper, 1/4W;;R117, R208, R209, R243;;Inverte Logica;4;;;;CRCW06030000Z0EA;;VISHAY;Mouser;;;0;0;;;
CRCW040251R0FKTD;Thick Film SM Chip Resistors, 51R, 0402, ±1%, 1/16W;;R123, R212;;Inverte Logica;2;;;;CRCW040251R0FKTD;;VISHAY;Mouser;;;0;0;;;
CRCW0603360RFKEA;Thick Film SM Chip Resistors, 360R, 0603, ±1%, 1/10W;;R133, R179;;Inverte Logica;2;;;;CRCW0603360RFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW060310K0FKE*;Thick Film SM Chip Resistors, 10K, 0603, ±1%, 1/10W;;R144, R145;;Inverte Logica;2;;;;CRCW060310K0FKE*;;VISHAY;Mouser;;;0;0;;;
RC0603BR-071K2L;Thick Film SM Chip Resistors, 1K2, 0603, ±0.1%, 1/10W;;R150, R155, R194, R201;;Inverte Logica;4;;;;RC0603BR-071K2L;;YAGEO;Mouser;;;0;0;;;
RT0603BRD071K76L;Thin Film SM Chip Resistors, 1K76, 0603, ±0.1%, 1/10W;;R152, R184, R189;;Inverte Logica;3;;;;RT0603BRD071K76L;;YAGEO;Mouser;;;0;0;;;
CRCW0603220RFKEA;Thick Film SM Chip Resistors, 220R, 0603, ±1%, 1/10W;;R156;;Inverte Logica;1;;;;CRCW0603220RFKEA;;VISHAY;Mouser;;;0;0;;;
RGC1/16C2492BTP;Thick Film SM Chip Resistors, 24K9, 0603, ±0.1%, 1/10W;;R158, R159, R167, R168;;Inverte Logica;4;;;;RGC1/16C2492BTP;;KAMAYA;Mouser;;;0;0;;;
ERA-2APB2151X;Thick Film SM Chip Resistors, 2K15, 0402, ±0.1%, 1/16W;;R163;;Inverte Logica;1;;;;ERA-2APB2151X;;PANASONIC;Mouser;;;0;0;;;
RGC1/16C4991BTP;Thick Film SM Chip Resistors, 4K99, 0603, ±0.1%, 1/10W;;R164, R166;;Inverte Logica;2;;;;RGC1/16C4991BTP;;KAMAYA;Mouser;;;0;0;;;
RP0402BRD073K3L;Thick Film SM Chip Resistors, 3K3, 0402, ±0.1%, 1/16W;;R165, R170;;Inverte Logica;2;;;;RP0402BRD073K3L;;YAGEO;Mouser;;;0;0;;;
AT0402BRD07330RL;Thick Film SM Chip Resistors, 330R, 0402, ±0.1%, 1/16W;;R169;;Inverte Logica;1;;;;AT0402BRD07330RL;;YAGEO;Mouser;;;0;0;;;
CRCW060360R4FKEA;Thick Film SM Chip Resistors, 60R4, 0603, ±1%, 1/10W;;R175, R176, R181, R186;;Inverte Logica;4;;;;CRCW060360R4FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW060310R0FKE;Thick Film SM Chip Resistors, 10R, 0603, ±1%, 1/10W;;R177, R178, R185, R187;;Inverte Logica;0;;;;CRCW060310R0FKE;;VISHAY;Mouser;;;0;0;;;
RT0603BRD071K76L;Thin Film SM Chip Resistors, 1K76, 0603, ±0.1%, 1/10W;;R180;;Inverte Logica;0;;;;RT0603BRD071K76L;;YAGEO;Mouser;;;0;0;;;
CRCW04022M40FKED;Thick Film SM Chip Resistors, 2M4, 0402, ±1%, 1/16W;;R204;;Inverte Logica;1;;;;CRCW04022M40FKED;;VISHAY;Mouser;;;0;0;;;
CRCW0402750KFKED;Thick Film SM Chip Resistors, 750K, 0402, ±1%, 1/16W;;R205;;Inverte Logica;1;;;;CRCW0402750KFKED;;VISHAY;Mouser;;;0;0;;;
CRCW06030000Z0EA;Thick Film SM Chip Resistors, 0R, 0603, Jumper, 1/4W;;R206, R239;;Inverte Logica;0;;;;CRCW06030000Z0EA;;VISHAY;Mouser;;;0;0;;;
CRCW040247R0FKTD;Thick Film SM Chip Resistors, 47R, 0402, ±1%, 1/16W;;R222;;Inverte Logica;1;;;;CRCW040247R0FKTD;;VISHAY;Mouser;;;0;0;;;
CRCW040222R0FKED;Thick Film SM Chip Resistors, 22R, 0402, ±1%, 1/16W;;R223, R224;;Inverte Logica;0;;;;CRCW040222R0FKED;;VISHAY;Mouser;;;0;0;;;
CRCW0603100RFKEA;Thick Film SM Chip Resistors, 100R, 0603, ±1%, 1/10W;;R240, R242;;Inverte Logica;2;;;;CRCW0603100RFKEA;;VISHAY;Mouser;;;0;0;;;
ERA-2APB2151X;Thick Film SM Chip Resistors, 2K15, 0402, ±0.1%, 1/16W;;R244, R245, R246, R247;;Inverte Logica;0;;;;ERA-2APB2151X;;PANASONIC;Mouser;;;0;0;;;
CRCW0805100KFKEA;Thick Film SM Chip Resistors, 100K, 0805, ±1%, 1/8W;;R248;;Inverte Logica;1;;;;CRCW0805100KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW040247K0FKED;Thick Film SM Chip Resistors, 47K,  0402, ±1%, 1/16W;;R253, R269, R270, R271;;Inverte Logica;4;;;;CRCW040247K0FKED;;VISHAY;Mouser;;;0;0;;;
CRCW0603100KFKEA;Thick Film SM Chip Resistors, 100R, 0603, ±1%, 1/10W;;R256, R258;;Inverte Logica;0;;;;CRCW0603100KFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0603470RFKEA;Thick Film SM Chip Resistors, 470R, 0603, ±1%, 1/10W;;R257;;Inverte Logica;0;;;;CRCW0603470RFKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0402200KFKED;Thick Film SM Chip Resistors, 200K, 0402, ±1%, 1/16W;;R259;;Inverte Logica;1;;;;CRCW0402200KFKED;;VISHAY;Mouser;;;0;0;;;
CRCW06031K00FKEA;Thick Film SM Chip Resistors, 1K, 0603, ±1%, 1/10W;;R260, R261, R262;;Inverte Logica;0;;;;CRCW06031K00FKEA;;VISHAY;Mouser;;;0;0;;;
CRCW0402147KFKED;Thick Film SM Chip Resistors, 147K, 0402, ±1%, 1/16W;;R272, R273;;Inverte Logica;2;;;;CRCW0402147KFKED;;VISHAY;Mouser;;;0;0;;;
20-2137;Occhiello PTH, 1mm, Black, Plated;;TP1, TP2;;Inverte Logica;2;;;;20-2137;;Vero Tech Ltd;Mouser;;;0;0;;;
292191601;Custom EF25 six secondary winding Flyback transformer, Lp=57uH;;TR1;;Inverte Logica;1;;;;292191601;;PMA;Mouser;;;0;0;;;
UCC28C50QDRQ1;Bicmos Current Mode Pwm Controller;;U1;;Inverte Logica;1;;;;UCC28C50QDRQ1;;TI;Mouser;;;0;0;;;
MPM3810AGQBE-AEC1-Z;Sync Step_down Conv, 6Vin, 1.2A, Adj, Automotive, Integrated Ind, DFN12;;U2;;Inverte Logica;1;;;;MPM3810AGQBE-AEC1-Z;;MPS;Mouser;;;0;0;;;
LP2951-50QDRGRQ1;LP2951-Q1 Automotive, Adjustable Voltage Regulators With Shutdown;;U3, U4, U6, U9;;Inverte Logica;4;;;;LP2951-50QDRGRQ1;;TI;Mouser;;;0;0;;;
ISO6721FQDWVRQ1;"Digital Isolator Automotive, general-purpose, dual-channel, 1/1 digital isolator; SOIC8";;U5, U8, U11, U34;;Inverte Logica;4;;;;ISO6721FQDWVRQ1;;TI;Mouser;;;0;0;;;
LDL212PUR;Low Dropout Reg, High PSRR, Adj, 1.2A, DFN-6;;U7, U12;;Inverte Logica;2;;;;LDL212PUR;;ST;Mouser;;;0;0;;;
VOMA617A-X001T;OptoCoupler TransOut SM-4Pin;;U10;;Inverte Logica;1;;;;VOMA617A-X001T;;Vishay;Mouser;;;0;0;;;
UCC27519AQDBVRQ1;;;U13;;Inverte Logica;1;;;;UCC27519AQDBVRQ1;;TI;Mouser;;;0;0;;;
TSC213IYCT;Current Sense Amplif, Low/high side, Bidir, ZeroDrift, fixed G=50,;;U14;;Inverte Logica;1;;;;TSC213IYCT;;ST;Mouser;;;0;0;;;
TS5A3357QDCURQ1;IC Single Analog Switch SP3T, 3:1 Mux/Demux, Autom, VSSOP8;;U15, U17;;Inverte Logica;2;;;;TS5A3357QDCURQ1;;TI;Mouser;;;0;0;;;
TLV333IDBVR;High-precision (15uV), Single, EMI Hardened,Zero Drift (0.02uV/°C), SOT23-5;;U16, U30, U45;;Inverte Logica;3;;;;TLV333IDBVR;;TI;Mouser;;;0;0;;;
TPS22919QDCKRQ1;Load Switch 5.5 V, 1.5 A, 90-m? Self-Protected, Autom, SC70-6;;U18;;Inverte Logica;1;;;;TPS22919QDCKRQ1;;TI;Mouser;;;0;0;;;
LSF0102QDCURQ1;2Ch Auto-Bidir multi-voltage level translator, VSSOP8;;U19, U47;;Inverte Logica;2;;;;LSF0102QDCURQ1;;TI;Mouser;;;0;0;;;
SN74LVC1G07QDBVRQ1;"1-ch Buffer OpenDrain out, 1.65-V to 5.5-V buffer; SOT23-5";;U20, U33, U36, U37, U48;;Inverte Logica;5;;;;SN74LVC1G07QDBVRQ1;;TI;Mouser;;;0;0;;;
TLV2333IDGKR;High-precision (15uV), Dual, EMI Hardened,Zero Drift (0.02uV/°C), TSSOP8;;U21, U22, U28, U29, U46;;Inverte Logica;5;;;;TLV2333IDGKR;;TI;Mouser;;;0;0;;;
STM32G491RET3;MCU  Arm Cortex-M4 MCU 170 MHz -512 KB Flash, 96KB ram;;U23;;Inverte Logica;1;;;;STM32G491RET3;;STMicroelectronics;Mouser;;;0;0;;;
IS25WP128F-JBLA3;SPI Flash Nor, 128Mb, 166MHz SO8, Autom;;U24;;Inverte Logica;1;;;;IS25WP128F-JBLA3;;ISSI;Mouser;;;0;0;;;
SN74LVC3G17DCUR;3-ch Buffer Push-Pull outs, SmithTrigger, 1.65-V to 5.5-V buffers VSSOP;;U25;;Inverte Logica;1;;;;SN74LVC3G17DCUR;;TI;Mouser;;;0;0;;;
SN74LVC3G07QDCU*Q1;3-ch Buffer OpenDrain outs, 1.65-V to 5.5-V buffers VSSOP;;U26;;Inverte Logica;1;;;;SN74LVC3G07QDCU*Q1;;TI;Mouser;;;0;0;;;
REF35330QDBVRQ1;3.3V Ultra Low-Power, 0.05% Precision Voltage Reference;;U27;;Inverte Logica;1;;;;REF35330QDBVRQ1;;TI;Mouser;;;0;0;;;
TJA1052IT/2Y;Galvanically-Isolated High-Speed CAN Transceiver;;U31;;Inverte Logica;1;;;;TJA1052IT/2Y;;NXP;Mouser;;;0;0;;;
TLP3109A(TP,F;SPST-NA, SSR, 3A SOP6;;U32;;Inverte Logica;1;;;;TLP3109A(TP,F;;TOSHIBA;Mouser;;;0;0;;;
SR05.TCT;Dual TVS Diode Array 5V RailClamp;;U35;;Inverte Logica;1;;;;SR05.TCT;;SEMTECH;Mouser;;;0;0;;;
TPS22810TDBVRQ1;Load Switch 18V, 2A, 79-m? Self-Protected, Autom, SOT23-6;;U38;;Inverte Logica;1;;;;TPS22810TDBVRQ1;;TI;Mouser;;;0;0;;;
ISO6720FQDWVRQ1;"Digital Isolator Automotive, general-purpose, dual-channel, 1/1 digital isolator; SOIC8";;U39, U49;;Inverte Logica;2;;;;ISO6720FQDWVRQ1;;TI;Mouser;;;0;0;;;
NCV8711ASNADJT1G;Low Dropout Reg CMOS,  Adj, 100mA SOT23-5, Auto;;U40;;Inverte Logica;1;;;;NCV8711ASNADJT1G;;OnSemi;Mouser;;;0;0;;;
STM32H725VGT3;MCU  Arm Cortex-M7 MCU 550 MHz 1MB Flash, 564KB ram;;U41;;Inverte Logica;1;;;;STM32H725VGT3;;STMicroelectronics;Mouser;;;0;0;;;
TPS35AA38AGADDFRQ1;TPS35-Q1 Voltage Supervisor & WDT, Autom, SOT23-8;;U42;;Inverte Logica;1;;;;TPS35AA38AGADDFRQ1;;TI;Mouser;;;0;0;;;
TLE5012B E1000;GMR based Angle Sensor SO8;;U43;;Inverte Logica;1;;;;TLE5012B E1000;;Infineon;Mouser;;;0;0;;;
TLE5309D E1211;Analog AMR/GMR Angle Sensor;;U44;;Inverte Logica;0;;;;TLE5309D E1211;;Infineon;Mouser;;;0;0;;;
CT110FDV-HD6;TMR Sensor 3.3Vout, 5% Err, Flag Out, 125°C DNF-6;;U50;;Inverte Logica;1;;;;CT110FDV-HD6;;Allegro;Mouser;;;0;0;;;
MC3225Z16.0000C19XSH;Clock Osc, Automotive, 16MHz, 30ppm, SMD-4;;X1, X2;;Inverte Logica;2;;;;MC3225Z16.0000C19XSH;;KYOCERA-AVX;Mouser;;;0;0;;;
